Job_ID,Title,genre,Arbetsgivare,Yrke,Beskrivning,Ort
24431276,Söker Sushi Kock,Kock Västernorrland Jämtland,Ayan Sushi AB,Restaurangbiträde,Söker Sushi Kock,Ayan Sushi AB
24424830,Mockfjärds Fönster söker montageföretag till Västernorrland,Snickare Västernorrland Jämtland,Mockfjärds Fönster AB,Träarbetare/Snickare,Mockfjärds Fönster söker montageföretag till Västernorrland,Mockfjärds
24417970,Snickare till Klingsta Hus & Modul AB,Snickare Västernorrland Jämtland,Adecco Sweden AB,Träarbetare/Snickare,Snickare till Klingsta Hus & Modul AB,Adecco Sweden AB
24417964,Snickare till Klingsta Hus & Modul AB,Snickare Västernorrland Jämtland,Adecco Sweden AB,Träarbetare/Snickare,Snickare till Klingsta Hus & Modul AB,Adecco Sweden AB
24446871,Trä- och betongarbetare,Snickare Västernorrland Jämtland,Skanska Sverige AB,"Träarbetare, gruva",Trä- och betongarbetare,Skanska Sverige AB - Hus Norr
24429604,Dedicare söker undersköterskor till Västernorrland,Undersköterska Västernorrland Jämtland,Dedicare AB (publ),"Undersköterska, hemtjänst och äldreboende",Dedicare söker undersköterskor till Västernorrland,Dedicare AB
24423509,Vikariat med kort varsel inom stöd och omsorg,Undersköterska Västernorrland Jämtland,Ragunda kommun,"Undersköterska, hemtjänst och äldreboende",Vikariat med kort varsel inom stöd och omsorg,"Ragunda kommun, Stöd- och omsorg"
24433146,Undersköterskor till kommunal verksamhet i Östersund med start omgående!,Undersköterska Västernorrland Jämtland,Vårdkuriren AB,"Undersköterska, hemtjänst och äldreboende",Undersköterskor till kommunal verksamhet i Östersund med start omgående!,Vårdkuriren AB
24429492,Undersköterska till hemtjänsten,Undersköterska Västernorrland Jämtland,Förenade Care AB,"Undersköterska, hemtjänst och äldreboende",Undersköterska till hemtjänsten,Förenade Care
24414705,Undersköterska,Undersköterska Västernorrland Jämtland,Bergs kommun,"Undersköterska, hemtjänst och äldreboende",Undersköterska,Bergs kommun
24404150,Undersköterska till Myrans SÄBO Östersund,Undersköterska Västernorrland Jämtland,Vardaga AB,"Undersköterska, hemtjänst och äldreboende",Undersköterska till Myrans SÄBO Östersund,Vardaga
24401232,Undersköterska,Undersköterska Västernorrland Jämtland,Kooperativet Hotagsfjärden Ekonomisk fören,"Undersköterska, hemtjänst och äldreboende",Undersköterska,KOOPERATIVET HOTAGSFJÄRDEN I HOTAGEN EK FÖR
24390748,Undersköterska till hemtjänsten,Undersköterska Västernorrland Jämtland,Förenade Care AB,"Undersköterska, hemtjänst och äldreboende",Undersköterska till hemtjänsten,Förenade Care
24390004,Sköterskor sökes till Sveg för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Sveg för antikroppstestning av Covid-19,Vaccina
24384317,Sköterskor sökes till Funäsdalen för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Funäsdalen för antikroppstestning av Covid-19,Vaccina
24384313,Sköterskor sökes till Bräcke för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Bräcke för antikroppstestning av Covid-19,Vaccina
24374734,Sköterskor sökes till Hammarstrand för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Hammarstrand för antikroppstestning av Covid-19,Vaccina
24316875,Sköterskor sökes till Östersund för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Östersund för antikroppstestning av Covid-19,Vaccina
24316860,Sköterskor sökes till Svenstavik för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Svenstavik för antikroppstestning av Covid-19,Vaccina
24316837,Sköterskor sökes till Strömsund för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Strömsund för antikroppstestning av Covid-19,Vaccina
24316264,Sköterskor sökes till Åre för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Åre för antikroppstestning av Covid-19,Vaccina
24316249,Sköterskor sökes till Krokom för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Krokom för antikroppstestning av Covid-19,Vaccina
24307197,Bemanningen vikarie inom vård och omsorg.,Undersköterska Västernorrland Jämtland,Strömsunds kommun,"Undersköterska, hemtjänst och äldreboende",Bemanningen vikarie inom vård och omsorg.,"Strömsunds kommun, Kommunledningsförvaltningen"
24224578,Intresseanmälan för timvikariat inom Vård och omsorg ,Undersköterska Västernorrland Jämtland,Bergs kommun,"Undersköterska, hemtjänst och äldreboende",Intresseanmälan för timvikariat inom Vård och omsorg ,Bergs kommun
24452713,Vi söker erfarna undersköterskor till våra kunder i Sundsvall!,Undersköterska Västernorrland Jämtland,Prime Care & Professional AB,"Undersköterska, hemtjänst och äldreboende",Vi söker erfarna undersköterskor till våra kunder i Sundsvall!,Prime Care AB
24447863,Undersköterskor sökes till Sundsvall,Undersköterska Västernorrland Jämtland,Medkomp Vårdbemanning AB,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Sundsvall,Medkomp
24447469,Undersköterska/Vårdare till hemtjänst Björnen,Undersköterska Västernorrland Jämtland,Örnsköldsviks kommun,"Undersköterska, hemtjänst och äldreboende",Undersköterska/Vårdare till hemtjänst Björnen,"Välfärdsförvaltningen, Ordinärt boende"
24442066,Undersköterska/Vårdare till mobila teamet hemtjänst,Undersköterska Västernorrland Jämtland,Örnsköldsviks kommun,"Undersköterska, hemtjänst och äldreboende",Undersköterska/Vårdare till mobila teamet hemtjänst,"Välfärdsförvaltningen, Ordinärt boende"
24430426,Vår och sommarvikariat - vård och omsorgsboenden samt hemtjänst,Undersköterska Västernorrland Jämtland,Örnsköldsviks kommun,"Undersköterska, hemtjänst och äldreboende",Vår och sommarvikariat - vård och omsorgsboenden samt hemtjänst,Välfärdsförvaltningen
24436147,Undersköterskor sökes till Härnösand,Undersköterska Västernorrland Jämtland,Medkomp Vårdbemanning AB,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Härnösand,Medkomp
24427177,Serviceassistenter inom vården,Undersköterska Västernorrland Jämtland,Örnsköldsviks kommun,"Undersköterska, hemtjänst och äldreboende",Serviceassistenter inom vården,Örnsköldsviks kommun
24432027,Nu söker vi dig!,Undersköterska Västernorrland Jämtland,Modern Omsorg Elle AB,"Undersköterska, hemtjänst och äldreboende",Nu söker vi dig!,Modern Omsorg Elle AB
24430694,Undersköterska,Undersköterska Västernorrland Jämtland,Timrå kommun,"Undersköterska, hemtjänst och äldreboende",Undersköterska,"Socialförvaltningen, Hagalid, Rönnen"
24428372,Undersköterskor sökes till Sundsvall,Undersköterska Västernorrland Jämtland,Svea Work AB,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Sundsvall,Svea Work AB
24427440,Sveriges bästa undersköterska,Undersköterska Västernorrland Jämtland,Palmelind Konsult AB,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens
24427422,Sveriges bästa undersköterska,Undersköterska Västernorrland Jämtland,Palmelind Konsult AB,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens
24427416,Sveriges bästa undersköterska,Undersköterska Västernorrland Jämtland,Palmelind Konsult AB,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens
24427407,Sveriges bästa undersköterska,Undersköterska Västernorrland Jämtland,Palmelind Konsult AB,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens
24427395,Sveriges bästa undersköterska,Undersköterska Västernorrland Jämtland,Palmelind Konsult AB,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens
24422001,Undersköterska/Vårdare till hemtjänsten Sund/Svedjeholmen,Undersköterska Västernorrland Jämtland,Örnsköldsviks kommun,"Undersköterska, hemtjänst och äldreboende",Undersköterska/Vårdare till hemtjänsten Sund/Svedjeholmen,"Välfärdsförvaltningen, Ordinärt boende, Svedjeholmen"
24421113,Semestervikarier till Äldreomsorgen,Undersköterska Västernorrland Jämtland,Sollefteå kommun,"Undersköterska, hemtjänst och äldreboende",Semestervikarier till Äldreomsorgen,"Sollefteå kommun, Äldreomsorg"
24397262,Sjuksköterskor,Undersköterska Västernorrland Jämtland,Sveda & Värk,"Undersköterska, hemtjänst och äldreboende",Sjuksköterskor,Sundsvalls kommun
24393509,Rådomsgården AB söker sommarvikarier,Undersköterska Västernorrland Jämtland,Rådomsgården AB,"Undersköterska, hemtjänst och äldreboende",Rådomsgården AB söker sommarvikarier,Rådomsgården AB
24366831,Timanställd Omvårdnadspersonal,Undersköterska Västernorrland Jämtland,Härnösands kommun,"Undersköterska, hemtjänst och äldreboende",Timanställd Omvårdnadspersonal,Härnösands Kommun
24453766,Vi söker vik undersköterska till Järpens hälsocentral,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Vi söker vik undersköterska till Järpens hälsocentral,"Region Jämtland Härjedalen, VO Åre"
24453625,Undersköterskor välkomnas till kirurgienheten,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Undersköterskor välkomnas till kirurgienheten,"Region Jämtland Härjedalen, Område Kirurgi"
24443182,Vikariat undersköterska till Lugnviks hälsocentral,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Vikariat undersköterska till Lugnviks hälsocentral,"Region Jämtland Härjedalen, VO Östersund "
24442702,Vi söker undersköterskor till Östersunds Hälsocentraler,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Vi söker undersköterskor till Östersunds Hälsocentraler,"Region Jämtland Härjedalen, VO Östersund "
24440451,Vi söker två undersköterskor till Funäsdalens & Svegs Hälsocentraler,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Vi söker två undersköterskor till Funäsdalens & Svegs Hälsocentraler,"Region Jämtland Härjedalen, VO Härjedalen"
24401702,Undersköterska till Svegs hälsocentral  ,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Undersköterska till Svegs hälsocentral  ,Region Jämtland Härjedalen
24441678,Undersköterskor sökes till Trosa för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Trosa för antikroppstestning av Covid-19,Vaccina
24441668,Undersköterskor sökes till Järna för antikroppstestning av Covid-19,Undersköterska Västernorrland Jämtland,Vaccina AB,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Järna för antikroppstestning av Covid-19,Vaccina
24443179,Vill du jobba som undersköterska på IVA sommaren 2021? ,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Vill du jobba som undersköterska på IVA sommaren 2021? ,Område Akutvård
24443051,Vik undersköterska välkomnas till intensivvårdsavdelningen!,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Vik undersköterska välkomnas till intensivvårdsavdelningen!,Område Akutvård
24419716,Undersköterskor välkomnas till akutmottagningen sommaren 2021!,Undersköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Undersköterska, vård- o specialavd. o mottagning",Undersköterskor välkomnas till akutmottagningen sommaren 2021!,Område Akutvård
24441417,"Undersköterska till Medicinavdelningen 24, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska till Medicinavdelningen 24, Sundsvall",Region Västernorrland
24439226,"Undersköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Region Västernorrland
24439203,"Undersköterska, sommarvikariat, Ortopedavdelning, Örnsköldsvik",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Ortopedavdelning, Örnsköldsvik",Region Västernorrland
24438570,"Undersköterska, sommarvikariat, IVA, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, IVA, Sundsvall",Region Västernorrland
24438447,"Skötare sommarvikariat Rättspsykiatriska Regionkliniken, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,Skötare,"Skötare sommarvikariat Rättspsykiatriska Regionkliniken, Sundsvall",Region Västernorrland
24437623,"Undersköterska, sommarvikariat, Specialistvårdsmottagning, Sollefteå",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Specialistvårdsmottagning, Sollefteå",Region Västernorrland
24435595,"Undersköterska sommarvikariat till Gyn/Förlossning/BB, Ö-vik",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Gyn/Förlossning/BB, Ö-vik",Region Västernorrland
24435346,"Undersköterska sommarvikariat till Lungavdelningen, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Lungavdelningen, Sundsvall",Region Västernorrland
24425404,"Undersköterska sommarvikariat till Kirurgavdelning 15A, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Kirurgavdelning 15A, Sundsvall",Region Västernorrland
24417459,"Undersköterska sommarvikariat Kardiologen avd 16 och GNR avd 17, Sollefteå",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat Kardiologen avd 16 och GNR avd 17, Sollefteå",Region Västernorrland
24415867,"Undersköterska för sommarvikariat till Akutmottagningen, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska för sommarvikariat till Akutmottagningen, Sundsvall",Region Västernorrland
24412564,"Undersköterska för sommarvikariat till Kardiologen Avd 1, Örnsköldsvik",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska för sommarvikariat till Kardiologen Avd 1, Örnsköldsvik",Region Västernorrland
24412304,"Undersköterska, sommarvikariat, BB/Förlossning avd 12, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, BB/Förlossning avd 12, Sundsvall",Region Västernorrland
24412253,"Undersköterska sommarvikariat till  Kirurgmottagningen, Örnsköldsvik",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till  Kirurgmottagningen, Örnsköldsvik",Region Västernorrland
24412236,"Undersköterska, sommarvikariat, Ortopeden avd 14, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Ortopeden avd 14, Sundsvall",Region Västernorrland
24412217,"Undersköterska, sommarvikariat, Kirurgisk akutvårdsavdelning, Sundsvall",Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Kirurgisk akutvårdsavdelning, Sundsvall",Region Västernorrland
24368675,Intresseanmälan under Covid-19 för tillfälligt arbete som undersköterska,Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning",Intresseanmälan under Covid-19 för tillfälligt arbete som undersköterska,Region Västernorrland
24368673,Intresseanmälan under Covid-19 för tillfälligt arbete som undersköterska,Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning",Intresseanmälan under Covid-19 för tillfälligt arbete som undersköterska,Region Västernorrland
24368657,Intresseanmälan under Covid-19 för tillfälligt arbete som undersköterska,Undersköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Undersköterska, vård- o specialavd. o mottagning",Intresseanmälan under Covid-19 för tillfälligt arbete som undersköterska,Region Västernorrland
24438293,Sjuksköterskestudent? Sök vår- och sommarjobb som undersköterska!,Undersköterska Västernorrland Jämtland,Örnsköldsviks kommun,"Undersköterska, vård- o specialavd. o mottagning",Sjuksköterskestudent? Sök vår- och sommarjobb som undersköterska!,"Välfärdsförvaltningen, Avdelningen för Hälso och sjukvård"
