ID,Job_ID,Titel,Yrke,Beskrivning,Ort,Arbetsgivare
recOug1VlgDSedju5,24435595,"Undersköterska sommarvikariat till Gyn/Förlossning/BB, Ö-vik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Gyn/Förlossning/BB, Ö-vik",Region Västernorrland,REGION VÄSTERNORRLAND
recP67yTYOudb0sHA,24411491,Vi söker administrativ assistent till NÄVA - Närvårdsavdelning i Strömsund,Administrativ assistent,Vi söker administrativ assistent till NÄVA - Närvårdsavdelning i Strömsund,"Region Jämtland Härjedalen, NÄVA (Närvårdsavdelning)",REGION JÄMTLAND HÄRJEDALEN
recPMOnQT3usU7hWs,24415856,Tävlingsmänniska? Abonnenta söker taggade Eventsäljare!,Eventsäljare/Eventförsäljare,Tävlingsmänniska? Abonnenta söker taggade Eventsäljare!,Abonnenta AB,A 95 Consulting AB
recPQAnE60bDs7zPX,24446534,Sommarvikarie brandman,Brandman,Sommarvikarie brandman,Räddningstjänsten Jämtland,Jämtlands Räddningstjänstförbund
recPXCHBggOYMTS1g,24411841,"Farmaceut till Läkemedelsenheten, Region Västernorrland",Farmaceut/Receptarie,"Farmaceut till Läkemedelsenheten, Region Västernorrland",Region Västernorrland,REGION VÄSTERNORRLAND
recPbFcMB8La5rYsD,24413053,"Personlig assistent med nära till skratt, timanställning (Re56)",Personlig assistent,"Personlig assistent med nära till skratt, timanställning (Re56)",Kooperativet Hand i Hand ekonomisk förening,Kooperativet Hand i Hand Ekonomisk Fören
recPlJrXvmIdjp1v6,24427814,"Sjuksköterska sökes till kirurgen, Östersund","Sjuksköterska, grundutbildad","Sjuksköterska sökes till kirurgen, Östersund",Skandinavisk Hälsovård AB,Ofelia Vård AB
recPnIAeRgkWxonGA,24425587,"Sjuksköterskor sommarvikariat till Kirurgavdelning 15A, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterskor sommarvikariat till Kirurgavdelning 15A, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recPuR2ZRhZNN73iM,24282950,Ambulanssjukvården Västernorrland söker sjuksköterskor till vikariat,Ambulanssjuksköterska,Ambulanssjukvården Västernorrland söker sjuksköterskor till vikariat,Region Västernorrland,REGION VÄSTERNORRLAND
recPy55zc1FDv2HaL,24342137,Hemstäd,Städare/Lokalvårdare,Hemstäd,Veterankraft AB,Veterankraft AB
recPzXBeu2MyPYQ8s,24425112,Länsförsäkringar Jämtland söker gruppchef till Kundtjänst Bank ,Gruppledare för kontorspersonal,Länsförsäkringar Jämtland söker gruppchef till Kundtjänst Bank ,Länsförsäkringar Jämtland,Experis AB
recQ22kDBCJs4HSf4,24446288,Gällö Timber söker en Underhålls ingenjör/tekniker,Underhållsmekaniker,Gällö Timber söker en Underhålls ingenjör/tekniker,Gällö Timber AB,OnePartnerGroup Jämtland AB
recQ4Z29kRByWyIH9,24448873,"Elevassistent till Gymnasiesärskolans individuella program, IAIND Västermal",Elevassistent,"Elevassistent till Gymnasiesärskolans individuella program, IAIND Västermal","Sundsvalls kommun, Barn- och utbildningsförvaltningen",Sundsvalls kommun
recQFZNZ5MLds67V9,24446737,Område psykiatri söker enhetschef till öppenvård,"Enhetschef, hälso- och sjukvård",Område psykiatri söker enhetschef till öppenvård,"Region Jämtland Härjedalen, Område Psykiatri",REGION JÄMTLAND HÄRJEDALEN
recQFyo6UkuPpxDt4,24406064,Programmerande konsultchef - Cybercom Östersund,Systemutvecklare/Programmerare,Programmerande konsultchef - Cybercom Östersund,Cybercom Sweden & Denmark,Cybercom Sweden AB
recQbILkhCvlgfIjl,24423469,"Sjuksköterska till Länsverksamhet Psykiatri avd 51, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till Länsverksamhet Psykiatri avd 51, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recQoYCCUxzd6KHGl,24412253,"Undersköterska sommarvikariat till  Kirurgmottagningen, Örnsköldsvik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till  Kirurgmottagningen, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recQxAOkQCjFd9VKD,24430074,Vattenfall Services rekryterar i Västernorrland och Jämtland!,"Linjemontör, elkraft",Vattenfall Services rekryterar i Västernorrland och Jämtland!,Östersund,Vattenfall AB
recRRk8XfURP4AK3Y,24403040,iOS-utvecklare till Evado i Sundsvall,Systemutvecklare/Programmerare,iOS-utvecklare till Evado i Sundsvall,Ghost Competence AB,Ghost Competence AB
recRbO6n1rxKgLH9u,24414395,Serviceinriktad kundkoordinator till Tibnor!,Kundtjänstmedarbetare,Serviceinriktad kundkoordinator till Tibnor!,Academic Work,Academic Work Sweden AB
recRel9ZCArwr7Gc2,24432606,Grundskollärare i svenska och engelska till Bjästaskolan,"Lärare i grundskolan, årskurs 7-9",Grundskollärare i svenska och engelska till Bjästaskolan,"Bildningsförvaltningen, Grundskolan",Örnsköldsviks kommun
recRt59bHfmp0zz6E,24413092,Timanställning busschaufför Sundsvall,Bussförare/Busschaufför,Timanställning busschaufför Sundsvall,Nobina,Nobina Sverige AB
recRtiCZGxLpiYr5C,24430426,Vår och sommarvikariat - vård och omsorgsboenden samt hemtjänst,"Undersköterska, hemtjänst och äldreboende",Vår och sommarvikariat - vård och omsorgsboenden samt hemtjänst,Välfärdsförvaltningen,Örnsköldsviks kommun
recRyx6Ku9kash57x,24368661,Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,"Sjuksköterska, grundutbildad",Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Region Västernorrland,REGION VÄSTERNORRLAND
recS6vlIhXhzImWI3,24419194,Kock,"Kock, storhushåll",Kock,Görviksjön AB,Görviksjön AB
recS7Pr4X81Ul4epX,24413294,"Sjuksköterska till Psykiatrisk mottagning, Örnsköldsvik","Sjuksköterska, psykiatrisk vård","Sjuksköterska till Psykiatrisk mottagning, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recSQj1YREtMqE2Ot,24406134,Gör ditt Ex-jobb på Cybercom i Östersund!,Systemutvecklare/Programmerare,Gör ditt Ex-jobb på Cybercom i Östersund!,Cybercom Sweden & Denmark,Cybercom Sweden AB
recSW66jcFYtbkitD,24440857,Säljare på distans #jobbjustnu,Telefonförsäljare,Säljare på distans #jobbjustnu,KS,Eco Skydd Sverige AB
recSbOuB40eTwnWf8,24442104,"Psykolog till Habiliteringsmottagning, Örnsköldsvik",Psykolog,"Psykolog till Habiliteringsmottagning, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recShEh5cWTYKmoj8,24390748,Undersköterska till hemtjänsten,"Undersköterska, hemtjänst och äldreboende",Undersköterska till hemtjänsten,Förenade Care,Förenade Care AB
recSlddhNxP3TlZi0,24394444,Framtidens säljare,Utesäljare,Framtidens säljare,Energihem i Sverige AB,Energihem i Sverige AB
recSm1CLENdCnS8GX,24447876,"Sjuksköterska till LARO-mottagningen, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till LARO-mottagningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recT3WM93QBxEV9Hu,24445706,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Account manager,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Ramudden AB,Ramudden AB
recTOnQotlc2tfcLX,24402040,Säljare med förbokade kunder i Mora. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Mora. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recTS9pK8hRfR0lU5,24433351,Söker dig som vill jobba i Sundsvall inom kommunen,"Sjuksköterska, grundutbildad",Söker dig som vill jobba i Sundsvall inom kommunen,Dedicare AB (publ),Dedicare AB (publ)
recTVkZLS6u0QNFRd,24391105,Bemanningsundersköterska i Sundsvall,"Undersköterska, hemtjänst och äldreboende",Bemanningsundersköterska i Sundsvall,PersonalExpressen,PersonalExpressen AB
recTZTt2fkj4FsC1r,24439103,"ST läkare, Klinisk fysiologi",ST-läkare,"ST läkare, Klinisk fysiologi",Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
recTeatlw0mqWTKr5,24170264,Toppsäljare till kontor i Sundsvall!,Utesäljare,Toppsäljare till kontor i Sundsvall!,Garda Alarm,Garda Alarm AB
recToZ4cyALvwkRC2,24445742,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Account manager,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Ramudden AB,Ramudden AB
recTtWNDbPVMy9vW2,24434395,"Sjuksköterska till Dialysmottagningen, Örnsköldsvik","Sjuksköterska, grundutbildad","Sjuksköterska till Dialysmottagningen, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recUDRhBy9nQZoAug,24401787,Säljare med förbokade kunder i Trollhättan. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Trollhättan. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recUEr4uoBtQ2sMZs,24423509,Vikariat med kort varsel inom stöd och omsorg,"Undersköterska, hemtjänst och äldreboende",Vikariat med kort varsel inom stöd och omsorg,"Ragunda kommun, Stöd- och omsorg",Ragunda kommun
recUUIf3kTmZzImft,24439659,Förvaltare  med GIS-kompetens,Biolog,Förvaltare  med GIS-kompetens,Länsstyrelsen Jämtlands län,Länsstyrelsen i Jämtlands län
recUXP4nA7pbXmtoh,24415352,Arbetsterapeut till kommunens rehabteam,Arbetsterapeut,Arbetsterapeut till kommunens rehabteam,"Bräcke kommun, Vård- och omsorgsavdelningen",Bräcke kommun
recUaRhmO68Dl2Iwk,24414209,Utvecklare/samordnare inom social hållbarhet ,"Handläggare/Utredare, offentlig förvaltning",Utvecklare/samordnare inom social hållbarhet ,Länsstyrelsen Västernorrland,Länsstyrelsen i Västernorrlands län
recUjDY8aK3mFV6O6,24379480,Ambulanssjukvården Västernorrland söker sjuksköterskor till vikariat,Ambulanssjuksköterska,Ambulanssjukvården Västernorrland söker sjuksköterskor till vikariat,Region Västernorrland,REGION VÄSTERNORRLAND
recUnGJU0BenB7agO,24445145,Medicinsk sekreterare till medicinenheten,Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,Medicinsk sekreterare till medicinenheten,"Region Jämtland Härjedalen, Medicin",REGION JÄMTLAND HÄRJEDALEN
recUrWNwmqpbhfx4r,24447873,Leg. Läkare sökes till bemanningsuppdrag,Läkare,Leg. Läkare sökes till bemanningsuppdrag,Viva Bemanning - Timrå,Viva Bemanning AB
recV52Br4UXBHZ9vj,24439226,"Undersköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recV76IGa2KHxMk1s,24425404,"Undersköterska sommarvikariat till Kirurgavdelning 15A, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Kirurgavdelning 15A, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recVMMtouHI32bH3M,24432885,Lärare i musik till Kastalskolan,"Lärare i grundskolan, årskurs 7-9",Lärare i musik till Kastalskolan,Östersunds kommun,Östersunds kommun
recVUptMFyZiVUKiX,24427396,ST-läkare geriatrik Sundsvall,Läkare,ST-läkare geriatrik Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recVefleKO5P3jEkC,24391118,Regionjurist alt. jurist till Region Västernorrland,Landstingsjurist,Regionjurist alt. jurist till Region Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
recVpO0Xsdi3nGipw,24429382,Familjehem sökes i Jämtland,Stödpedagog,Familjehem sökes i Jämtland,Nytida,Nytida AB
recVpsDZDdMyoA7Pd,24418273,Sjuksköterskor sökes till kommunuppdrag,"Sjuksköterska, grundutbildad",Sjuksköterskor sökes till kommunuppdrag,Medkomp,Medkomp Vårdbemanning AB
recVyRVciYvx54FBe,24436147,Undersköterskor sökes till Härnösand,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Härnösand,Medkomp,Medkomp Vårdbemanning AB
recW2icxDhVRoMFmo,24444293,Underläkare till Lungkliniken i Sundsvall,Läkare,Underläkare till Lungkliniken i Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recW2jpB5Jp9KvEm6,24401769,Säljare med förbokade kunder i Västerås. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Västerås. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recW6PghsOxb8omhV,24430402,Spelutvecklare till Frontwalker ,"Programmerare, PC-spel",Spelutvecklare till Frontwalker ,Professionals Nord Rekrytering AB,Professionals Nord Rekrytering AB
recWE5jRpjoRwSteK,24426612,Kundtjänst till härliga Kreta,Kundtjänstmedarbetare,Kundtjänst till härliga Kreta,TNG Group AB,Tng Group AB
recWGfZxR1F0y16qF,24437936,Samordnare till verksamhet Hälso-och sjukvårdsadministration,Administrativ assistent,Samordnare till verksamhet Hälso-och sjukvårdsadministration,Region Västernorrland,REGION VÄSTERNORRLAND
recWPIk0t9bBbWekE,24412236,"Undersköterska, sommarvikariat, Ortopeden avd 14, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Ortopeden avd 14, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recWQA6BWwZDlaAB6,24401232,Undersköterska,"Undersköterska, hemtjänst och äldreboende",Undersköterska,KOOPERATIVET HOTAGSFJÄRDEN I HOTAGEN EK FÖR,Kooperativet Hotagsfjärden Ekonomisk fören
recWbc3MOTpfMrHtv,24445824,Specialistläkare/överläkare till ÄlSa-team Sollefteå,Läkare,Specialistläkare/överläkare till ÄlSa-team Sollefteå,Region Västernorrland,REGION VÄSTERNORRLAND
recWeNHRcUp279emJ,24441417,"Undersköterska till Medicinavdelningen 24, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska till Medicinavdelningen 24, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recWmrtgBg0hXeNMR,24429932,Enhetschef Administrativa enheten - Rättspsykiatriska regionkliniken,"Enhetschef, hälso- och sjukvård",Enhetschef Administrativa enheten - Rättspsykiatriska regionkliniken,Region Västernorrland,REGION VÄSTERNORRLAND
recWwcrzPN5K8BToO,24412564,"Undersköterska för sommarvikariat till Kardiologen Avd 1, Örnsköldsvik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska för sommarvikariat till Kardiologen Avd 1, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recWzb65Id2I5RUJE,24423863,Sjuksköterskor till härliga Norrland 2021,"Sjuksköterska, grundutbildad",Sjuksköterskor till härliga Norrland 2021,Dedicare AB (publ),Dedicare AB (publ)
recX8Q8rRQDobLDkL,24439251,"Sjuksköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik","Sjuksköterska, grundutbildad","Sjuksköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recXDgVTS5KrdO5BJ,24446497,Vass säljare till Strongpoint Labels - övre Mellansverige,Utesäljare,Vass säljare till Strongpoint Labels - övre Mellansverige,Standby Workteam AB,Standby Workteam AB
recXLKv5hvETQdypc,24416518,Säljare och kundrådgivare till Synsam Östersund 50%,"Butikssäljare, fackhandel",Säljare och kundrådgivare till Synsam Östersund 50%,Synsam Group Sverige AB,Synsam Group Sweden AB
recXQiDTnFDUhabiR,24424830,Mockfjärds Fönster söker montageföretag till Västernorrland,Träarbetare/Snickare,Mockfjärds Fönster söker montageföretag till Västernorrland,Mockfjärds,Mockfjärds Fönster AB
recXRaBq0hmVRYP5w,24428655,Sjuksköterska till Infektionsavdelningen,"Sjuksköterska, grundutbildad",Sjuksköterska till Infektionsavdelningen,"Region Jämtland Härjedalen, Infektion",REGION JÄMTLAND HÄRJEDALEN
recXeJYJDoygh0aTZ,24436565,Neurointerventionist till trombektomiverksamhet Sundsvall,Läkare,Neurointerventionist till trombektomiverksamhet Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recXjaddFjXg1nDsn,24446553,Kommunikatör Örnsköldsviks folkhögskola/Hola folkhögskola,Informatör/Kommunikatör,Kommunikatör Örnsköldsviks folkhögskola/Hola folkhögskola,Region Västernorrland,REGION VÄSTERNORRLAND
recXmJKCcQpgHmcht,24316264,Sköterskor sökes till Åre för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Åre för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recXr8QFUGLjW60YU,24405864,Sjuksyrra AB söker en kompetent och driven leg. sjuksköterska till kirur...,"Sjuksköterska, medicin och kirurgi",Sjuksyrra AB söker en kompetent och driven leg. sjuksköterska till kirur...,Sjuksyrra AB,Sjuksyrra SWE AB
recXrJHwD1nuqLD1p,24425705,Semestervikariat Biomedicinsk analytiker Laboratoriemedicin Sollefteå,Biomedicinsk analytiker,Semestervikariat Biomedicinsk analytiker Laboratoriemedicin Sollefteå,Region Västernorrland,REGION VÄSTERNORRLAND
recY9Q2jhCxJiVuRh,24437952,Lärare Teknik/Fysik/Kemi och Matematik,Lärare i gymnasiet,Lärare Teknik/Fysik/Kemi och Matematik,Nordic Recruitment Solutions AB,Karriären Sverige AB
recY9QSz8UM9HeAFZ,24224578,Intresseanmälan för timvikariat inom Vård och omsorg ,"Undersköterska, hemtjänst och äldreboende",Intresseanmälan för timvikariat inom Vård och omsorg ,Bergs kommun,Bergs kommun
recYG1lrcW3mQ3mZv,24450631,Fastighetsskötare,Fastighetsskötare/Fastighetsarbetare,Fastighetsskötare,Storhogna Högfjällshotell & Spa,Storhogna Högfjällshotell och Spa AB
recYLZElJV850WiNZ,24439131,Sveriges Bästa Läkare Sökes,Läkare,Sveriges Bästa Läkare Sökes,Magnifiq Kompetens,Palmelind Konsult AB
recYOLJ5ckahD5HCQ,24445742,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Account manager,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Ramudden AB,Ramudden AB
recYRKBIWKVsLfSr0,24439226,"Undersköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recYTcTO7kDnkbeR1,24443293,Zätagränds hälsocentral söker distriktsläkare med intresse för Nära Vård,Specialistläkare,Zätagränds hälsocentral söker distriktsläkare med intresse för Nära Vård,"Region Jämtland Härjedalen, VO Östersund ",REGION JÄMTLAND HÄRJEDALEN
recYW9yppgBBtU6D7,24425634,Åk 4 lärare till Treälvsskolan,"Lärare i grundskolan, årskurs 1-3",Åk 4 lärare till Treälvsskolan,Östersunds kommun,Östersunds kommun
recYXrWgZa6F4SLDm,24415134,Te Crea Care söker sjuksköterskor till kommun,"Sjuksköterska, grundutbildad",Te Crea Care söker sjuksköterskor till kommun,Te Crea Care AB ,Te Crea Care AB
recYdBWFL1Yjdy6Vv,24435346,"Undersköterska sommarvikariat till Lungavdelningen, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Lungavdelningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recYgHzka14PRI2LO,24436153,Överläkare till ÖNH Västernorrland,Läkare,Överläkare till ÖNH Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
recYiCtldVKYmX8bM,24443851,Fysioterapeut till Hälsocentralen Nyland,Fysioterapeut/Sjukgymnast,Fysioterapeut till Hälsocentralen Nyland,Region Västernorrland,REGION VÄSTERNORRLAND
recYiI9GuuZId72x4,24401984,Säljare med förbokade kunder i Lund. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Lund. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recYndJWpQqbbDrST,24426579,"Sjuksköterska/barnsjuksköterska/IVA-sjuksköterska till SSIH barn, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska/barnsjuksköterska/IVA-sjuksköterska till SSIH barn, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recYq2jIwAOo6r4ri,24370093,Agil teammedlem med inriktning mot systemutveckling,"Civilingenjör, systemutveckling",Agil teammedlem med inriktning mot systemutveckling,"Bolagsverket, IT-avdelningen ",Bolagsverket
recYqCN498wc9WSV9,24425746,"Lärare till Järåskolan,  tillika 1:e lärare","Lärare i grundskolan, årskurs 4-6","Lärare till Järåskolan,  tillika 1:e lärare","Ragunda kommun, Järåskolan",Ragunda kommun
recYubBTQKAwfrCo0,24446644,Systemförvaltare,Systemförvaltare,Systemförvaltare,Region Västernorrland,REGION VÄSTERNORRLAND
recZWv3KN8gfIDYep,24416453,Personliga assistenter (timvikarier) sökes till kund i Sollefteå,Personlig assistent,Personliga assistenter (timvikarier) sökes till kund i Sollefteå,Frösunda Personlig assistans,Frösunda Omsorg AB
recZZ3UuQBXLhkpZ1,24416931,Specialist på publika molntjänster,IT-arkitekt/Lösningsarkitekt,Specialist på publika molntjänster,GDM Konsult,GDM Konsult AB
recZn8R7tV8g0kJdX,24440129,Sommarjobb inom Folktandvården Västernorrland,Tandsköterska,Sommarjobb inom Folktandvården Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
recZu5OCsFYlrpvjb,24401975,Säljare med förbokade kunder i Rättvik. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Rättvik. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recZuAqdkJWQ2BjRB,24429604,Dedicare söker undersköterskor till Västernorrland,"Undersköterska, hemtjänst och äldreboende",Dedicare söker undersköterskor till Västernorrland,Dedicare AB,Dedicare AB (publ)
recZxl8oijdNY8BCi,24435783,Sjuksköterska till SÄBO,"Sjuksköterska, grundutbildad",Sjuksköterska till SÄBO,Magnifiq Kompetens,Palmelind Konsult AB
reca8wb1AK1IXzVLT,24353195,Specialistläkare i allmänmedicin till Hälsocentralerna i Ådalenområdet,Specialistläkare,Specialistläkare i allmänmedicin till Hälsocentralerna i Ådalenområdet,Region Västernorrland,REGION VÄSTERNORRLAND
recaFKtcIHHRXmchd,24352971,Sjuksköterska till KAVA i Sundsvall i vår- långt uppdrag,"Sjuksköterska, medicin och kirurgi",Sjuksköterska till KAVA i Sundsvall i vår- långt uppdrag,Centric Care AB,Centric Care AB
recaeDTyy4JRWwMzO,24441025,Bilbärgare BE/C Kort,Bilbärgare,Bilbärgare BE/C Kort,Sundsvalls Bildemontering AB,Sundsvalls Bildemontering AB
recaeaakxAvZVwol4,24437300,Sjuksköterska till hemsjukvården,"Sjuksköterska, grundutbildad",Sjuksköterska till hemsjukvården,Dedicare AB (publ),Dedicare AB (publ)
recahqRly0f2JRCsP,24316860,Sköterskor sökes till Svenstavik för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Svenstavik för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recalwe0fddoVNkYl,24437964,"Distriktssköterska till Bistånd, Hälsa och Sjukvård",Distriktssköterska,"Distriktssköterska till Bistånd, Hälsa och Sjukvård",KROKOMS KOMMUN,Krokoms kommun
recam3ELWFn4NNKHb,24350060,Lärare i Svenska och Engelska,Lärare i gymnasiet,Lärare i Svenska och Engelska,Hampnäs gymnasium/Impius vård och utbildning AB,Impius Vård och Utbildning AB
recamhLUyxlKr5CB4,24450277,Rekrytering av juniora Systemutvecklare till Biometria Traineeprogram,Systemutvecklare/Programmerare,Rekrytering av juniora Systemutvecklare till Biometria Traineeprogram,Professionals Nord Rekrytering AB,Professionals Nord Rekrytering AB
recaqQkJNxmq3Bmde,24447863,Undersköterskor sökes till Sundsvall,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Sundsvall,Medkomp,Medkomp Vårdbemanning AB
recavoOGOin1oaGAy,24377243,KOCK sökes till indisk restaurang Tripti #jobbjustnu,"Kock, à la carte",KOCK sökes till indisk restaurang Tripti #jobbjustnu,Tripti AB,Tripti AB
recawm2jJE0BOPJhp,24429326,Lågstadielärare till Hansåkerskolan,"Lärare i grundskolan, årskurs 1-3",Lågstadielärare till Hansåkerskolan,"Ragunda kommun, Barn- och utbildning",Ragunda kommun
recazPJlEDhGpabKE,24417964,Snickare till Klingsta Hus & Modul AB,Träarbetare/Snickare,Snickare till Klingsta Hus & Modul AB,Adecco Sweden AB,Adecco Sweden AB
recbAVfIkwI4kOG7N,24439179,Område Psykiatri söker ST-läkare med möjlighet till distansarbete,ST-läkare,Område Psykiatri söker ST-läkare med möjlighet till distansarbete,"Region Jämtland Härjedalen, Område Psykiatri",REGION JÄMTLAND HÄRJEDALEN
recbNpIMvMqYCeJXn,24393773,Sjuksköterskor till kommunalverksamhet i Ragunda. ,"Sjuksköterska, grundutbildad",Sjuksköterskor till kommunalverksamhet i Ragunda. ,Vårdkuriren AB,Vårdkuriren AB
recbOwQuN3qCluuBp,24402017,Säljare med förbokade kunder i Hedemora. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Hedemora. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recbWQ0E925eHt6CG,24338222,16-årig kille söker personlig assistent (man) 2037,Personlig assistent,16-årig kille söker personlig assistent (man) 2037,STORSJÖBYGDENS PERSONLIGA ASSISTANS AB,Storsjöbygdens Personliga Assistans AB
recbcB1a7of4PMlRx,24423774,Sjuksköterska sökes till kirurgen Örnsköldsvik,"Sjuksköterska, medicin och kirurgi",Sjuksköterska sökes till kirurgen Örnsköldsvik,Prime Care AB,Prime Care & Professional AB
recbd4ANzHpzcPuAh,24420801,"Utlastare / Chaufför natt CE-kort, Sundsvall",Distributionsförare,"Utlastare / Chaufför natt CE-kort, Sundsvall",Birstaterminalen,Kyl och Frysexpressen Nord AB
recbhihMwzsEHWjPL,24401731,Säljare med förbokade kunder i Krokom. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Krokom. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recbikMPmiEQoIcWS,24443182,Vikariat undersköterska till Lugnviks hälsocentral,"Undersköterska, vård- o specialavd. o mottagning",Vikariat undersköterska till Lugnviks hälsocentral,"Region Jämtland Härjedalen, VO Östersund ",REGION JÄMTLAND HÄRJEDALEN
recbkuuuk6iASHOdv,24432218,"Timvikarie, personlig assistent, i centrala Östersund sökes",Personlig assistent,"Timvikarie, personlig assistent, i centrala Östersund sökes",A-Assistans,A-Assistans Leimir AB
recbos7DgDpxfv7JM,24442892,Leg. Läkare sökes till bemanningsuppdrag,Läkare,Leg. Läkare sökes till bemanningsuppdrag,Viva Bemanning - Åre,Viva Bemanning AB
recbqgHdnHAEqUOZg,24384313,Sköterskor sökes till Bräcke för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Bräcke för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recbwjC6Aluz0Awrh,24389134,Driven säljare / Franchisetagare sökes till Moogio,Säljledare,Driven säljare / Franchisetagare sökes till Moogio,Moogio Sundsvall,Moogio International AB
recby2fDaLJIZrS93,24273309,Account Manager/Säljare,Account manager,Account Manager/Säljare,Cybercom Sweden & Denmark,Cybercom Sweden AB
recc0yGZgAGjGAity,24442876,Leg. Läkare sökes till bemanningsuppdrag,Läkare,Leg. Läkare sökes till bemanningsuppdrag,Viva Bemanning - Östersund,Viva Bemanning AB
reccJwNluW0ohEWQf,24434883,Personlig assistent i Sollefteå,Personlig assistent,Personlig assistent i Sollefteå,Rehabassistans AB,Inre Kraft i Norr AB
